,SYMP,DRUG
6637,586,C09CA
6638,71690,A02BC
6639,7823,M02AA
6640,7823,N06AA
6641,7821,C03DB
6642,5119,M01AB
6643,4589,R06AB
6644,56400,J05AD
6645,78550,P01AX
6646,78900,C07AG
6647,78605,S01EA
6648,56400,M01AE
6649,27651,L01DB
6650,78791,C10AC
6651,4589,N05CD
6652,78052,N06AA
6653,78605,J02AC
6654,71690,C01DA
6655,56400,M03BX
6656,7821,A10BX
6657,7295,N02CX
6658,56400,N02AX
6659,4279,N06DA
6660,7840,C09CA
6661,6959,N02CC
6662,78550,G04BE
6663,37520,R06AX
6664,6959,C09CA
6665,7823,J01MA
6666,78820,N02BF
6667,5789,N07XX
6668,7825,L01EA
6669,56400,C03AA
6670,27651,N02CC
6672,7823,L01BB
6673,71690,L01DB
6674,56400,N04BD
6675,78791,B01AA
6676,7821,D07AB
6677,7872,L01EX
6678,56400,N02CC
6679,7821,A03FA
6680,7802,C09AA
6681,37520,N02BF
6682,7840,B01AC
6684,7872,L01XX
6685,78052,C09CA
6686,5119,N05CF
6687,7821,N03AB
6688,586,C01BD
6690,7821,M05BA
6691,78052,N06AA
6692,9916,N05AF
6693,78052,J05AH
6694,78052,N03AX
6695,7821,J02AC
6696,78900,L01BA
6697,7821,S01GX
6698,3709,N03AG
6699,78052,L01AX
6700,2875,J04AB
6701,78900,L01CD
6702,7840,N02AA
6703,78900,C07AB
6704,27651,L01BB
6705,27651,N02AA
6706,78820,G02AD
6707,7821,L01AC
6708,7840,A02BC
6709,586,J02AX
6710,78550,R03DA
6711,78052,A03AB
6712,2699,J01MA
6713,7840,S01EE
6714,78550,C01BB
6715,56400,G04BE
6716,6959,L01EA
6717,78791,H01CB
6718,7840,D10AF
6719,78791,V08CA
6720,7840,N05BC
6721,2875,N02BF
6723,78791,N04BX
6724,586,L01BB
6725,7840,C03DB
6726,56400,G03AD
6727,586,C02CA
6728,78650,R06AX
6729,4589,N06AB
6730,586,B01AC
6731,37520,N02CC
6732,2699,G03XB
6734,56400,C09AA
6735,78791,M01AC
6736,7802,C07AA
6737,7823,C09AA
6738,56400,J02AX
6739,78900,L01DB
6740,2699,N06AB
6741,7840,C07AA
6742,2875,J05AE
6743,78650,G03CA
6744,7840,M04AA
6745,6959,P03AC
6746,4589,J02AC
6747,5997,L01AB
6748,78052,M01AE
6749,7802,C09AA
6750,7895,L01CD
6751,78605,S01ED
6752,72885,C10AA
6753,5789,C08CA
6754,78900,L02BA
6755,78550,C09AA
6756,586,J01DD
6757,78605,N07CA
6758,78900,J05AH
6759,78052,N06AA
6760,78900,J01XD
6761,7840,N06AG
6762,7802,A07AA
6763,3689,J05AP
6764,7823,G03AD
6765,2699,N06DA
6766,72885,N02AX
6767,5780,L01AB
6768,6959,L01BC
6769,78605,B01AB
6770,4279,L01XG
6771,7821,C01EB
6772,7872,S01EB
6774,78052,N03AG
6775,4589,C03BA
6776,78605,G02AD
6777,7872,G02CC
6778,4111,N02BA
6780,78650,C01CA
6781,7231,N05AX
6782,78605,L02BA
6783,56400,A06AX
6784,78052,N05CF
6785,7821,R06AD
6786,72885,R03AB
6787,4279,G02CC
6788,78791,N01BB
6789,2875,J01DC
6790,7812,J01MA
6791,4589,N05BB
6792,4279,J05AP
6793,3689,N01AH
6794,7895,L01BB
6795,78791,S01EB
6796,6959,R06AD
6797,78900,M01AE
6798,78550,N06DA
6799,72885,C09CA
6800,7872,N06AA
6801,7840,C09AA
6802,5997,A07EA
6803,78820,N01BB
6804,3899,C03CA
6805,78550,B01AC
6806,78052,C02DA
6807,7802,N06BA
6808,78900,N03AG
6810,7821,N03AB
6811,78052,R03CC
6812,4589,N05BA
6813,586,J01CE
6814,2875,C09AA
6815,78906,J01XD
6816,6959,L01DC
6817,5789,N07BB
6818,6959,B01AB
6819,37520,S01BC
6820,5997,N06DA
6821,2875,M02AA
6822,7872,V03AB
6823,78900,J04AB
6824,9916,G01AA
6825,78605,M01AH
6826,78550,J05AG
6827,5997,N06DA
6828,3689,C01AA
6829,78791,N03AD
6830,7802,N03AX
6831,78605,L01BA
6832,78605,J05AE
6833,78550,G02AD
6834,4589,N06DA
6835,56400,M01AH
6836,78052,J01FA
6837,78052,N07XX
6838,78052,N04BD
6839,56400,N05AB
6840,6959,L02BB
6841,78550,B02AA
6842,37520,R01AC
6843,7812,N04BC
6844,7823,C10AB
6845,72885,C07AB
6846,7823,L01BA
6847,7840,M05BA
6848,78550,N02AA
6849,2875,J02AX
6850,4279,M01AH
6851,7821,M02AA
6852,7840,A10BB
6854,2875,J05AE
6855,2875,L01AX
6856,78820,N05CF
6857,78550,C08CA
6858,7840,N04AA
6859,78650,C07AB
6860,7231,M05BA
6861,27651,N05AH
6862,78900,R03DA
6863,78820,C09AA
6864,7840,C03CA
6865,5997,G01AA
6866,78650,J05AE
6867,485,J01AA
6868,78650,C08CA
6869,7810,N03AF
6870,78820,J01MA
6871,5789,L04AX
6872,78900,N06AA
6873,5789,M02AA
6874,37100,N06DX
6875,56400,C08CA
6876,2699,J05AF
6877,7821,N04BB
6878,2875,N05AC
6879,78650,A02BC
6880,7821,N07CA
6881,78550,B01AC
6882,56400,L01BC
6883,4279,L01EA
6884,5780,N05AX
6885,4589,L01BC
6886,7863,G04BE
6887,71690,C07AB
6888,78900,M01AH
6889,2875,C10AA
6890,72885,N05AE
6891,5780,B01AA
6892,2875,A01AC
6893,7231,N02CC
6894,4589,N03AB
6895,7295,L01BC
6896,78052,J05AF
6897,72885,N06DA
6898,78057,N04BC
6899,56400,J01DH
6900,2875,L01BC
6901,78791,B01AC
6902,78791,R01AC
6903,3899,S02AA
6904,7863,J05AX
6905,78650,J01DH
6906,7802,R06AD
6907,4279,N06DA
6908,4111,B01AC
6909,56400,A07AA
6910,7823,J05AE
6911,78650,L01CE
6912,586,J01DD
6913,78650,C01BB
6914,78791,C08CA
6915,5119,C01BC
6916,27651,C03CA
6917,7840,N05BA
6918,78052,L01EA
6919,4589,L01DB
6920,4589,P01AX
6921,78791,L01XX
6922,7823,N05AH
6923,586,B01AA
6924,7295,R03AC
6925,5119,J02AX
6926,3899,L01AA
6927,78900,C09AA
6928,2699,J04AA
6929,78052,C10AB
6930,3899,N06AX
6931,2699,N04BX
6932,78052,B01AC
6933,7840,R06AX
6934,78650,C07AA
6935,2875,N04BC
6936,78650,J05AF
6937,27651,A02BC
6938,78605,J01MA
6939,78791,N06AA
6940,2699,L01XX
6941,2699,N06BA
6942,78791,L01EA
6943,78900,J01MA
6944,2699,B01AC
6945,5849,L01CE
6946,2875,N05AF
6947,7872,C08CA
6948,78550,N01BB
6949,78550,C03BA
6950,78052,N06AB
6952,5849,S01AD
6953,4589,G04CB
6954,56400,N06AA
6955,56400,N06AG
6956,7821,N02AX
6957,78052,D10AD
6958,78791,L01CA
6959,7823,M03BX
6960,4589,N02AX
6961,7821,C09AA
6962,7872,J01MA
6963,6959,P03AX
6964,56400,M03BX
6965,7840,N02CA
6966,78900,N02AA
6967,78820,D04AA
6968,4589,C09CA
6969,78605,C09CA
6970,78550,C09CA
6971,78052,J05AP
6972,78605,N02AA
6973,4589,M02AA
6974,2699,A07EC
6975,3689,M02AA
6976,7840,N05BA
6977,78900,N06AX
6978,3899,G02AD
6979,4279,N04BC
6980,56400,A04AD
6981,5997,R03DA
6982,78906,C09CA
6983,78650,L01CB
6985,7840,L01BC
6986,78605,A10BG
6987,56400,A02BA
6988,78906,N07XX
6989,78551,C09AA
6990,5997,L04AX
6991,7825,N02AA
6992,7863,N01AH
6993,4589,J01AA
6994,7802,J01AA
6995,78900,L01BA
6997,78900,L01EX
6998,6959,C10AB
6999,56400,J05AP
7000,4131,N02CC
7001,78052,N05BA
7002,5849,N06AB
7003,7840,C01BD
7004,3709,N05AE
7005,78550,J01MA
7006,7812,N06DA
7007,4589,N05AE
7008,78791,A07EC
7009,7840,B02AA
7010,7895,C03CC
7011,586,C09CA
7012,27651,A10BA
7013,7872,L01CB
7014,3709,A01AC
7015,78791,N06AX
7016,7840,N05CA
7017,78820,M03BX
7018,2699,M05BA
7019,6959,D07AB
7020,7823,N07XX
7021,78900,L04AA
7022,56400,L01XX
7023,78791,A16AA
7024,9916,N05AH
7025,4279,C05AE
7026,78900,N06AB
7027,78900,G03CA
7028,4589,C01BA
7029,78900,C10AB
7030,6959,M01AC
7031,72885,C03DB
7032,78605,L01EA
7033,7823,B01AB
7034,27651,C03AA
7035,78791,J01XX
7036,5781,L01EB
7037,27651,J01DD
7038,78900,A02BA
7039,7823,G03CA
7040,27651,N05AE
7041,7295,J01DH
7042,7840,A10BH
7043,7840,S01AE
7044,7840,S01BC
7045,7840,L02BA
7046,7823,J05AB
7047,27651,J01DH
7048,7821,J01MA
7049,2875,J04AB
7050,5997,C02CA
7051,78650,C03AA
7052,4279,C01BA
7053,7907,J01MA
7054,78550,C07AA
7055,78791,A06AX
7056,72885,N06AX
7057,5849,B01AF
7058,4589,C01BD
7059,78052,L01BC
7060,7872,N02CC
7061,7821,J05AF
7062,7821,C09CA
7063,7840,N05CF
7064,78550,C09CA
7065,78551,C09AA
7066,4279,S01ED
7067,2699,A10BX
7068,2699,N06AX
7069,7231,G04CA
7070,5119,L01EA
7071,78650,C09AA
7072,27651,A04AD
7073,78605,C08DB
7074,7840,J01XD
7075,78820,N05AX
7076,78052,G04CA
7077,2699,C09CA
7078,78791,C10AA
7079,7823,S01EB
7080,71690,L04AD
7081,78900,L01CB
7082,4589,L01XA
7083,6959,J05AG
7084,78550,V03AC
7085,7840,V03AB
7086,2875,N06DX
7087,56400,C09AA
7088,7802,A02BC
7089,7821,L04AA
7090,4131,L01EA
7091,3899,L04AD
7092,78900,J05AB
7093,78906,A02BC
7094,2875,M03BX
7095,2699,L01BC
7096,5849,M05BA
7097,78650,A10BA
7098,37100,N05AB
7099,5789,N06DA
7100,2875,L01EB
7101,7825,N02CC
7102,5119,L01BA
7103,2875,A10BB
7104,7840,J04AA
7105,6959,N04BC
7106,5789,B01AC
7107,7895,J01MA
7108,78052,C07AB
7109,78550,M05BA
7110,56400,A03AB
7111,5997,N06BA
7112,3709,S01EC
7113,7821,C02AC
7114,7802,J01AA
7115,6959,L01XD
7116,72885,L01EA
7117,78900,A02BA
7118,78550,G04BE
7119,7821,S01EC
7120,3899,J01AA
7121,78650,L01XG
7122,7821,S01EC
7123,7821,C01CE
7124,2699,N04BD
7125,56400,L01DB
7126,7821,A04AD
7127,7825,V03AC
7128,5997,M02AA
7129,4279,C08CA
7130,7872,N02CC
7131,27651,L01CA
7132,5780,M01AG
7133,7821,N06DA
7134,7802,C07AB
7135,78650,C01BA
7136,7823,L01XD
7137,56400,J05AC
7138,78791,L01BB
7139,78791,J01XD
7140,3709,R01BA
7141,78057,A08AA
7142,5789,N06BC
7143,5997,N05CF
7144,4589,N06AA
7145,56400,N05AH
7146,2699,C10AD
7147,78605,M05BA
7148,3899,M02AA
7149,7802,A07EA
7150,78900,M04AA
7151,7863,V03AC
7152,72885,C01BB
7153,27651,L01EB
7154,7821,S01GX
7155,7872,N02CC
7156,5119,L01CE
7157,5997,G02AD
7158,78650,V03AF
7159,3709,L01DB
7160,5849,L01AA
7161,72885,N05CD
7162,7872,N04BD
7163,78550,G04CA
7164,586,L01BC
7165,78605,L01BB
7166,78057,N06DA
7167,7802,S01LA
7168,78052,N02AA
7169,78900,B01AX
7170,7242,N02AA
7171,78052,N06BA
7172,3709,A01AC
7173,2699,C08CA
7174,5997,D05BB
7175,78550,C07AA
7176,78820,G03BA
7177,78052,R03AC
7178,56400,B01AC
7179,78052,M01AH
7180,78791,C03BA
7181,56400,M05BA
7182,5780,N03AX
7183,3689,N05AG
7184,78900,C02AC
7185,78900,C02DA
7186,7821,C09AA
7187,78900,J01DH
7188,56400,C07AA
7189,78605,M03BX
7190,72885,G04BE
7191,78550,S02BA
7192,7802,N02BF
7193,7872,A03BA
7194,78052,A07EC
7195,7295,A10BH
7196,2875,P02CA
7197,4589,R06AE
7198,78900,L01BA
7199,78605,G04BE
7200,78550,N02CC
7201,78791,N05CD
7202,2699,L04AX
7203,7802,M01AE
7204,7840,N02CC
7206,6959,J05AP
7207,7840,J01CA
7209,78900,S01BC
7210,3899,C07AB
7211,7840,J01MA
7212,37520,V04CX
7213,7802,S01GX
7214,78650,G04CA
7215,5997,L01EJ
7216,2875,L01CA
7217,7840,C03AA
7218,78791,N06BA
7219,78650,L01EA
7220,2699,G04BE
7221,7231,S01AD
7222,78052,N05CF
7223,3899,G04BE
7224,78057,N06AX
7225,56400,L02BG
7226,2875,J01MA
7227,7802,C10AA
7228,78605,C08CA
7229,78605,M03BX
7230,78550,C08CA
7231,7840,J05AD
7232,7812,N06AX
7233,7821,B01AX
7234,78820,N07BC
7235,78820,L01BC
7236,7802,N06AA
7237,78052,A06AX
7238,27651,A16AA
7239,27651,N04BC
7240,7231,L01EA
7241,7823,L01CD
7242,4589,D06AX
7243,7821,L01BA
7244,7821,L04AX
7245,7872,J02AC
7246,7840,C07AB
7247,3689,P01BC
7248,4111,C07AB
7249,56400,R05DB
7250,78900,L01CA
7251,2875,N07BC
7252,7840,R03DA
7253,586,J05AG
7254,7840,G01AG
7255,2875,L01XA
7256,7872,L04AX
7257,7821,L01BB
7258,4589,V03AC
7259,4279,N06BA
7260,7895,N02BF
7261,78900,C01CA
7262,71690,L04AX
7263,7840,C07AB
7264,78605,R01AC
7265,586,L01XX
7266,6959,G01AA
7267,586,A10BH
7268,56400,A04AA
7269,78820,N02BE
7270,78605,S01BC
7271,2699,G01AA
7272,7802,M02AA
7273,6959,L01XD
7274,78551,C01BA
7275,4279,C03BA
7276,78650,C02CA
7277,7802,L01EA
7278,5119,L01AB
7279,7825,D11AX
7280,78900,L01CE
7281,78820,N06AX
7282,78900,N03AX
7283,7821,N05AX
7284,7863,N04BC
7285,78791,N05BA
7286,3689,A06AX
7287,7823,R06AD
7289,586,J05AG
7290,78900,J01DB
7291,78650,V04CX
7292,78791,J01CF
7293,78605,C07AB
7294,7821,M04AA
7295,5849,V03AC
7296,5789,L01BC
7297,78550,N05AH
7298,7840,R01AX
7300,7840,A10BB
7301,2875,L01EA
7302,78650,N03AF
7303,2875,L04AA
7304,56400,C04AD
7305,6959,V03AC
7306,78791,N03AG
7307,37520,A03BA
7308,78605,G02AD
7310,78605,S01GX
7311,4131,C08DB
7312,78651,A08AA
7313,7840,L01EA
7314,2699,N05CF
7315,78650,J01DC
7316,2875,L01AA
7317,7802,J01MA
7318,3709,N06AB
7319,7825,C01BA
7320,78791,J02AX
7321,78052,R06AA
7322,27651,C09AA
7323,2875,A07EC
7324,4589,N06DX
7325,78900,G04CA
7326,72885,C08CA
7327,7840,J01AA
7328,5119,L01AA
7329,78900,N06BA
7330,78791,N04BC
7331,3899,M02AA
7332,37520,L01DB
7333,78650,G04BD
7334,4279,C08DA
7335,4279,L01XA
7336,7812,N02AX
7338,78052,N06AB
7339,78791,R06AA
7340,78605,S01EE
7341,78900,N02AX
7342,78052,C03DA
7343,78900,N06AA
7344,72885,N02AA
7345,37520,N04BC
7346,7231,A02BC
7347,3709,D06AX
7348,7802,L01CD
7349,4279,N06AA
7350,2875,C09CA
7351,3899,V08CA
7352,5997,M01AH
7353,4279,A10BB
7354,7823,N02CC
7355,78791,N03AE
7356,2875,D04AA
7357,56400,D10AD
7358,7231,C09AA
7359,72885,R03DX
7360,7821,C01AA
7361,2699,L01XG
7362,78820,J01MA
7363,4279,M03BX
7364,72885,L01DB
7365,2699,R03CC
7366,3899,M01AH
7367,3689,M02AA
7368,7872,S01EB
7369,78791,J01DD
7370,78900,A10BK
7371,5781,R03DX
7372,586,V03AF
7373,56400,V03AE
7374,7823,M02AA
7375,78791,S01AD
7376,4589,N05AC
7377,78791,N06AX
7378,5789,A16AX
7379,78550,N03AF
7380,586,C03AA
7381,7823,C03CC
7382,2875,A10BB
7383,7872,G04BE
7384,7840,C01EB
7385,78605,M05BA
7386,7802,N06AX
7387,78052,N05AX
7388,586,A02BA
7389,3689,A10BB
7390,5789,N06AX
7391,78650,N06AB
7392,5997,L01BB
7393,78650,L01EB
7394,78052,N04BC
7395,5997,G03CA
7396,78900,L04AX
7397,78791,N05CF
7398,56400,R06AA
7399,7825,N02CC
7402,4589,L01AA
7403,7812,N02AA
7404,2875,P01BD
7405,3899,N02CC
7406,78052,S01FA
7407,5780,N03AF
7408,78550,C01BC
7409,78650,S01EE
7410,37520,J01MA
7411,4279,C09CA
7412,78900,G04CA
7413,78650,N06AX
7414,7840,J05AE
7415,7802,N05AA
7416,7823,A10BB
7417,4589,L01BC
7418,7295,C07AB
7419,78605,A07EC
7420,7821,B01AC
7422,2875,M01AG
7423,5997,L01XX
7424,7872,S01AD
7425,56400,C07AB
7426,7872,N05AH
7427,7802,N06DA
7428,78791,C03DA
7429,7823,R03AC
7430,7821,N03AX
7431,78791,J05AB
7432,586,J01CA
7433,78791,A10BB
7435,78605,B01AC
7436,56400,N05CD
7437,78650,P01BC
7438,7823,N02CC
7439,7812,A10BB
7440,3689,M03CA
7441,7840,N04BD
7442,78052,N06DX
7443,78605,L01EX
7444,78651,C07AB
7445,5997,B01AC
7446,78791,G04BD
7447,78052,D01AA
7448,7821,C09AA
7449,78605,N02CC
7450,4279,R03AA
7451,6959,N03AX
7452,7840,J01DD
7453,78791,M01AX
7454,7231,N02AA
7455,5849,N02BF
7456,4589,L01DB
7457,4589,C03DA
7458,6959,J01MA
7459,7872,D06AA
7460,7812,N05AF
7461,78791,N05AG
7462,78550,J05AG
7463,78052,L01BC
7464,78900,N02AA
7465,7825,N05BA
7466,2875,J01DE
7467,7295,A10BG
7468,7840,M03BX
7469,5997,J05AF
7470,78550,N02CC
7471,7840,N05AD
7472,5997,N03AD
7474,78550,N05AB
7475,7812,N02CC
7476,4279,L01EA
7477,78052,N02CA
7478,78791,L01BC
7479,56400,A06AD
7480,56400,J02AX
7481,5849,J05AB
7482,7231,L01BC
7483,3709,S01FA
7484,78650,N05CF
7485,37520,B02AA
7486,586,J01XX
7487,78650,B05BC
7488,7812,L01DB
7489,3689,C07AA
7490,78605,C03DB
7491,37100,N04BB
7492,5119,J01MA
7493,78650,N04BX
7494,78052,M03BX
7495,7825,N05AH
7496,37430,J05AX
7497,71690,N02AA
7498,6959,M03CA
7499,2699,V08CA
7501,7821,A16AX
7502,78052,S02AA
7503,78900,M05BA
7504,2875,N02BF
7505,7840,R03DC
7506,7840,A06AX
7507,7821,N06DA
7508,78052,C07AA
7509,78605,N05AB
7510,78550,N04BC
7511,72885,L01CB
7512,7840,C10AB
7513,7840,D01AA
7514,78791,J05AE
7515,7872,L01EX
7516,7907,J01DE
7517,78900,B01AC
7518,2699,J02AC
7519,78550,N06AX
7520,72885,C08CA
7521,56400,C10AC
7522,27651,A02BC
7523,5789,M02AA
7524,56400,C09AA
7525,7802,S01ED
7526,78052,J01DD
7527,5789,N04BC
7529,56400,N07XX
7530,6959,M01AE
7531,5119,M03CA
7532,6959,N05AX
7533,7840,V03AC
7534,71690,N05AH
7535,2875,C08DB
7536,7802,C07AG
7537,56400,N05AB
7538,78900,J01CA
7539,71690,B01AC
7541,7863,N03AB
7542,78900,N01BB
7543,7823,J05AE
7544,6959,L01BB
7545,4589,J01DD
7546,7802,S01EA
7547,37520,S01EB
7548,7823,N04BC
7549,2875,N04BC
7550,78550,N01AH
7551,7840,L01EA
7552,78052,N04BC
7553,56400,G04BD
7554,4279,S01FA
7555,7231,N06BA
7556,7840,L01XX
7557,4279,L01EX
7558,4589,N05AD
7559,7295,N02BF
7560,4279,A10BB
7561,2875,N06AB
7562,78605,J01XX
7564,4589,C01CE
7565,2875,A02BC
7566,7821,C10AD
7567,72885,J05AG
7568,78605,N03AE
7569,71690,A01AC
7570,7812,N05AB
7571,27651,M05BA
7572,37520,S01EB
7573,5789,L01DB
7574,7821,N05CA
7575,78605,C01BD
7576,78550,J01MA
7577,586,C09AA
7578,7872,N04BX
7579,7823,J01XD
7580,4279,R01BA
7581,71690,C08DB
7582,78605,N02CC
7583,3689,N05CD
7584,4589,D11AA
7585,78550,N06AG
7586,78605,B05BC
7587,78550,L01EA
7588,4589,N03AA
7589,78900,J05AE
7590,5789,L01AA
7591,2699,J05AF
7592,7802,C07AB
7593,2875,L01CA
7594,6959,C07AB
7595,56400,C03BA
7596,72885,C10AB
7597,37520,S01EE
7598,72885,N05AB
7599,78900,B01AC
7600,7823,S01FA
7601,2699,C07AG
7602,7812,C10AX
7603,27651,J05AB
7604,37100,S01EB
7605,4589,N06AA
7606,78052,N04BB
7607,78791,C07AG
7608,78791,R01AX
7609,4111,C10AA
7610,7821,N06AB
7611,78052,D06BB
7612,78791,J05AF
7613,5781,L01EA
7614,78052,L01XX
7615,2699,N06BA
7616,78605,C07AB
7617,78550,D06BB
7618,78550,C01BC
7619,5789,N03AB
7620,2875,J01CE
7621,78605,N02CC
7622,7802,C08CA
7623,56400,R03DX
7624,5997,N05AH
7625,4589,N05AX
7626,7295,C07AA
7627,7295,N05AX
7628,7840,R01BA
7629,78791,J01CA
7630,78900,M02AA
7631,4589,M03BX
7633,7823,M01AG
7634,6959,G02CC
7635,78052,C09CA
7636,3899,G03CA
7637,6959,R06AX
7638,78820,G01AA
7639,7231,N06AX
7640,78650,G04BE
7641,7821,S01BC
7642,2699,M01AC
7643,7812,L01BB
7644,7821,R06AX
7645,6959,L01DB
7646,7872,C09AA
7647,72885,N01AH
7648,56400,C09AA
7649,3899,R02AX
7650,4279,L01AC
7651,27651,J02AC
7652,78900,R06AX
7653,7840,L01CA
7654,2875,A02BC
7655,2875,C01BC
7656,2875,J01CE
7657,56400,J05AE
7658,78900,L01BB
7660,7821,N06AA
7661,78650,L01EA
7662,78900,J01DB
7663,7872,L01EB
7664,78900,M02AA
7665,7295,R05DA
7666,72885,N02CX
7667,78650,H05BX
7668,71690,S02BA
7669,586,N06AB
7670,2875,S02AA
7671,7840,N06AA
7672,2699,R03BA
7673,7840,N03AX
7674,586,C02DA
7675,78052,N04BC
7677,7840,L01CA
7678,3899,L01AA
7679,7821,J05AB
7680,7840,D07AB
7681,72885,D01BA
7682,78650,C02AC
7683,3689,L04AD
7684,7863,B01AC
7685,78550,N04BD
7686,72885,G04BE
7687,3689,S01ED
7688,78900,J01CE
7689,78550,C01BA
7690,2875,J02AC
7691,7821,J05AB
7693,5849,D06AX
7694,3899,N02BF
7695,78820,G04BD
7696,5780,M01AH
7697,56400,N06BA
7698,78820,G04BD
7699,78605,A07EC
7700,4279,L01CE
7702,78791,C10AA
7703,78605,J05AG
7704,4279,S01EC
7705,586,S01AA
7706,7863,N06AX
7707,7840,P01BA
7708,78052,D04AA
7709,7821,A07AA
7710,78605,L04AA
7711,56400,A04AA
7712,7840,C01EB
7713,2699,J05AF
7714,78791,J05AB
7715,5849,J01AA
7716,71690,A07EC
7717,2699,L01BA
7718,7895,L04AX
7719,78900,C01BC
7720,7823,N04BX
7722,78550,J05AP
7723,5849,L01BA
7724,7872,J01MA
7725,71690,B01AC
7726,78650,C03BA
7727,7812,L01XG
7728,7823,N07BB
7729,4589,G02CC
7731,56400,J01DD
7732,7840,S01GX
7733,78650,S01EB
7734,78052,G03DA
7735,78605,C09AA
7736,3899,N02CC
7737,27651,L01BA
7738,7840,M01AE
7739,72885,A10BB
7740,7825,A04AA
7741,586,J01DH
7742,7863,J01MA
7743,4279,C04AD
7744,2699,H01CA
7745,78791,A07EC
7746,72885,G01AF
7747,2875,L02BB
7748,78605,N06AX
7749,78650,M02AA
7750,78791,C09AA
7751,78550,N06DA
7752,78550,N02CC
7753,2875,L01DC
7754,4589,J01DC
7755,72885,M03BX
7756,7840,J05AE
7757,2875,D10AF
7758,37520,N07AA
7759,7821,J01XE
7760,37100,V03AC
7761,56400,J05AB
7763,78650,G04BE
7764,586,G01AA
7765,78900,J02AX
7766,5849,C03DA
7767,78900,J05AB
7768,4589,J01DH
7769,7821,J05AE
7770,37100,N02BF
7771,4589,C08CA
7772,7823,N02CA
7773,78052,N06AB
7774,5997,N04BX
7775,7823,P01AX
7776,56400,A10BH
7777,7821,P01AX
7778,78550,N02AC
7779,78550,B01AB
7780,4589,N06BA
7781,7840,G04BX
7782,56400,J05AE
7783,78605,J01DD
7784,7802,M02AA
7785,7823,A01AC
7786,56400,L01EA
7787,7823,N04BB
7788,2699,N03AE
7789,4279,M01AE
7790,72885,J04AB
7791,78791,C07AB
7792,4589,R01AA
7793,7840,N05AB
7794,7295,C09AA
7795,78550,J01CA
7796,4589,J01MA
7797,78791,R01AC
7798,7840,G04BD
7799,78900,N06AA
7800,5119,D11AX
7801,5789,L01BC
7802,7821,A16AX
7803,78791,C10AB
7804,56400,N02AA
7805,7231,M05BA
7806,4589,N06AB
7807,78550,C01EB
7808,7825,N02AA
7809,71690,S01GX
7810,2699,A16AX
7811,6959,G04BE
7812,586,A02BA
7813,78650,L04AX
7814,78791,N06AF
7815,78052,N05AB
7816,72885,N04BC
7817,9916,J01DH
7818,4279,B02AA
7819,5789,N07BB
7820,78791,L01XD
7821,4279,N04BC
7822,7802,N06AA
7823,78052,N02CC
7824,78900,G02CC
7825,7295,L01EA
7826,7840,M01AG
7827,78605,B02AA
7828,7840,C10AX
7829,78052,N05AB
7830,2875,N02CC
7831,6959,L01AX
7832,586,L01EX
7833,586,N05AB
7834,7823,D11AA
7835,4589,J01CE
7836,5781,S01GX
7837,5997,L04AD
7838,78900,G04CA
7839,2875,L01EA
7840,78052,G04BE
7841,78791,N07XX
7842,7802,C02BB
7843,78550,N05AX
7844,7821,L01BB
7845,2875,G02CC
7846,3899,L01CD
7847,7823,H03BB
7848,4279,C01BC
7849,78550,L01CE
7850,7812,N03AX
7851,78650,S01FA
7852,78900,C10AA
7853,7821,N03AX
7854,2699,R03AC
7855,3709,S01BA
7856,78820,N06AA
7857,7821,C01BD
7858,78551,L01AA
7859,586,L01CE
7860,78605,C07AB
7861,4279,L01AA
7862,56400,N02CC
7863,7821,M01AE
7865,78900,S01GX
7866,78550,N02AA
7867,4589,C09CA
7868,586,C01BA
7869,7821,M01AE
7870,4131,C05AE
7871,78900,N02CC
7872,2699,A02BC
7873,78650,S01AA
7874,78550,N02BF
7875,4279,A16AA
7876,4279,L01DB
7877,78052,C01BD
7878,56400,M05BA
7879,78550,B01AF
7880,7821,N07BB
7881,78791,A16AX
7882,5789,G03BA
7883,7895,L01EX
7884,5997,N01AH
7885,3899,C09AA
7886,3689,C09CA
7887,78052,N06AA
7888,4279,N04BC
7889,78650,L01BA
7890,78550,A02BC
7891,78900,J05AP
7892,5997,J01DH
7893,78052,S01BC
7894,78791,N05BC
7895,7821,N06AA
7896,7802,N02AA
7897,5997,N05CD
7898,2875,H02AB
7899,7863,N07XX
7900,7802,N02AC
7902,7840,C10AA
7903,2875,C10AB
7904,7821,S02BA
7905,7840,C10AB
7906,3899,D10AD
7908,6959,A07EC
7909,5997,N06AB
7910,586,M01AB
7911,27651,N06DA
7912,56400,C03CA
7913,7872,G03CA
7914,7823,C03CA
7915,78052,J01DD
7916,78605,J05AG
7917,2699,S01LA
7918,78550,J01DD
7920,78900,G03BA
7921,78900,J01DD
7922,7840,N06BA
7923,27651,C09AA
7924,78900,G03CA
7925,78900,L01EA
7926,4589,N03AE
7927,7821,C07AB
7928,7821,C08DA
7929,7840,G04BE
7930,7907,J01DI
7931,78791,N03AG
7932,3899,G02CC
7933,586,S01BC
7934,78052,N05AE
7935,37520,H02AB
7936,78550,N03AB
7937,78820,N06AA
7938,7872,J01MA
7939,2875,D07AB
7940,5119,C07AB
7941,56400,N06AX
7942,78820,J01MA
7943,4589,A07AA
7944,4589,C08CA
7945,78052,N07XX
7946,6959,L01BA
7947,4589,N05AX
7948,4279,N05AX
7949,78791,J01DD
