,SYMP,DRUG
2705,2699,A04AD
2706,7821,S01ED
2707,2699,N06AB
2708,4589,L01CD
2709,5789,M04AA
2710,586,J05AB
2711,7825,N06AB
2712,78791,N05CD
2713,78052,A01AC
2714,7821,J01DF
2715,7821,L02BG
2716,7821,D06BB
2717,586,N02BF
2718,72885,J01MA
2719,78605,J05AB
2720,7802,J05AP
2721,7821,N06AB
2722,56400,N02CC
2723,78906,R01BA
2724,5789,L01EA
2725,2875,S01AD
2726,78605,N05CD
2727,78650,L01BC
2728,2875,N03AX
2729,5789,L01DB
2730,5119,J04AB
2731,7840,J01EC
2732,5780,N02BA
2733,78791,N06AX
2734,78550,A07EA
2735,7295,L01DB
2736,3709,S01EA
2737,7802,S01ED
2738,3899,D06AX
2740,37520,R06AX
2741,78820,L01XG
2742,78605,B01AX
2743,78605,J05AH
2744,4589,N05AB
2745,78550,C04AD
2746,78650,V03AB
2747,3899,C03CA
2748,56400,C10AX
2749,5997,C03DA
2750,4589,B01AX
2751,78820,N03AX
2752,78791,J01GB
2753,72885,D01AC
2754,78052,A07EC
2755,7840,A10BK
2756,7295,L01EX
2757,56400,G04BE
2758,78650,C02DA
2759,7823,A10BG
2760,78900,L01XB
2761,78605,L01BC
2762,78791,V03AE
2763,56400,G04BE
2764,72885,M01AH
2765,71690,N03AG
2766,2875,J05AE
2767,2875,N06AX
2768,7823,G04BD
2769,7840,C03DB
2770,78550,N03AB
2771,72885,P01BC
2772,56400,G04BD
2773,4589,L01XG
2774,37430,N05AX
2775,4279,J01MA
2776,7840,L01BC
2777,7295,C10AA
2778,56400,J01MA
2779,78650,J02AX
2780,4589,A04AA
2781,4589,R03DA
2782,56400,C10AB
2783,7812,M02AA
2784,7802,M01AH
2785,586,M02AA
2786,5849,C08CA
2787,5789,N06AX
2788,2699,L04AD
2789,7295,N02CC
2790,7863,B05BC
2791,78791,N05CD
2792,586,A02BA
2793,56400,C02AB
2794,78791,R06AD
2795,7295,N05AH
2796,78052,N05CA
2797,7295,N05AX
2798,2875,A07EC
2799,78900,C08DB
2800,3689,J05AH
2801,78791,J05AD
2802,78052,S01EB
2803,7823,N02AA
2804,5997,C09AA
2805,5789,D10AD
2806,5789,M01AE
2807,7821,J01AA
2808,78605,J05AE
2809,7840,G02AB
2810,7823,J01MA
2811,7872,J05AF
2812,78550,H02AB
2813,7821,J04AA
2814,2875,J01MA
2815,7821,G03CA
2816,7802,H02AB
2817,586,J05AF
2818,4279,C07AG
2819,5997,C07AG
2820,7823,C07AB
2821,78550,N05AH
2822,78791,N02AA
2823,586,L01DC
2824,6959,N07BC
2825,78052,N05CA
2826,78900,R03AC
2827,7840,N04BC
2828,7810,N05BA
2829,4589,C09AA
2830,7823,C10AA
2831,78900,J01DC
2832,7295,N02BF
2833,56400,D06BB
2834,5997,L01DB
2835,78900,N03AX
2836,78820,N05AE
2837,5997,R06AX
2838,4279,N05AE
2839,7802,N05CA
2840,78791,M05BA
2841,78820,N06AX
2842,78791,L04AX
2843,5849,C09AA
2844,71690,M05BA
2845,6959,N06DA
2846,2875,J01XD
2847,5780,B01AC
2848,7242,M02AA
2849,78650,N03AE
2850,78550,M01AE
2851,78605,C02DB
2852,4589,S02AA
2853,78900,J01DD
2854,78791,N02BF
2855,4589,A07EC
2856,3899,N06BA
2857,2699,M05BA
2858,78605,N06BA
2859,78550,M02AA
2860,6959,N05AB
2862,7821,L01XX
2863,2875,N03AX
2864,78900,C10AB
2865,2699,C09AA
2866,7812,N02BF
2867,2699,J05AX
2868,6959,N02CC
2869,78550,N07BC
2870,7812,N05CF
2871,7295,C09CA
2872,7840,G02CC
2873,7823,C10AB
2874,7810,C01BD
2875,3689,N05BA
2876,7840,A01AB
2877,78550,S01EB
2878,7821,L01BB
2879,586,J05AD
2880,56400,V03AE
2881,72885,C09AA
2882,2875,N02CX
2883,78605,N04BX
2884,5789,M03BX
2885,2699,B01AX
2886,4589,C02DD
2888,78900,J01DB
2889,78650,N06AB
2890,78550,J01MA
2891,7295,A02BC
2893,7821,J05AF
2894,7802,N05AX
2895,7231,N02BF
2896,7802,C09AA
2897,7821,M05BA
2898,4279,A03BA
2899,56400,L01EX
2900,3689,C07AB
2901,78900,N02BE
2902,586,J01CF
2903,6959,D10AD
2904,78605,N04BD
2905,5789,C08CA
2906,78900,N01AH
2907,4589,N03AB
2908,78052,C10AD
2909,4589,A07AA
2910,6959,M05BA
2911,6959,C05AD
2912,78900,D05BB
2913,5780,S01BC
2914,78791,A10BB
2915,7840,J02AC
2916,7821,M02AA
2917,7812,N04BD
2918,78550,G01AA
2919,2875,V04CA
2920,78900,N06DA
2921,78052,N02CC
2922,78900,C09AA
2923,78605,G04CA
2924,56400,A11CC
2925,7802,L01XB
2926,78791,A02BC
2927,7821,P01AX
2928,586,C03CA
2929,7840,A02BC
2930,5997,M01AB
2931,78791,C03BA
2932,56400,M03BX
2933,78900,C08CA
2934,78900,C10AA
2935,4111,G04BE
2936,5997,J05AE
2937,7821,J01EC
2938,78900,C02CA
2939,7802,J05AC
2940,4279,N06AX
2941,78052,A01AC
2942,78791,N07AB
2943,7821,N02CC
2944,5849,J05AE
2945,56400,R06AX
2946,5997,M01AE
2947,56400,N02CC
2948,7840,C01CA
2949,78052,N01BB
2950,78650,L01AB
2951,78052,C07AB
2952,4589,S01BC
2953,4589,N07XX
2954,78052,L01DB
2955,78900,R06AX
2956,7840,C02CA
2957,5789,C01BC
2958,2875,J04AA
2959,56400,C09CA
2960,78900,A03FA
2961,7840,N02CA
2962,586,A02BC
2963,2875,J05AE
2964,78791,J05AE
2965,7821,M01AH
2966,4111,J05AH
2967,586,C03AA
2968,7802,N06DA
2969,78605,G02AB
2970,7825,D05BB
2971,78650,N02CC
2973,78052,A08AA
2974,4279,S03BA
2975,72885,C07AA
2976,5789,N06DX
2977,3709,S01AA
2978,4589,D10AF
2979,7821,S01EC
2980,78791,N06AA
2981,5849,A10BB
2982,78605,N06AX
2983,78605,N04BC
2984,4131,C08DA
2985,72885,S01EB
2986,7872,N06AX
2987,2699,G04CA
2988,9916,N06DA
2989,7823,R03CC
2990,78052,M04AA
2991,78650,C07AB
2992,78820,N05AB
2993,2699,N06AB
2994,78791,P01AX
2995,78791,G04CA
2996,78791,R07AB
2997,78820,R05DA
2998,7840,A10BB
2999,7802,P01BC
3000,78605,N02AX
3001,4589,C03AA
3002,2699,J05AG
3003,2875,N05AB
3004,7840,N05CD
3005,7821,G01AA
3006,7825,N02CA
3007,3689,N04BC
3008,586,L04AA
3009,3709,S01EB
3010,78820,N06AA
3011,5997,B01AC
3012,37520,N05AX
3013,7295,C05AA
3014,78052,J02AC
3015,78550,N05BA
3016,7821,V04CA
3017,2699,M05BA
3018,78650,J05AF
3019,7872,N06AB
3020,72885,N06AB
3021,78550,J01EA
3022,586,V08CA
3023,3709,L01EB
3024,3709,R03AC
3025,6959,J05AJ
3026,27651,V03AC
3027,78052,N03AB
3028,78650,N03AG
3029,78605,N05AX
3030,71690,G02CC
3031,27651,N06AX
3032,5781,N02AX
3033,78820,C10AD
3034,78052,A03AB
3035,5789,A02BA
3036,37520,J01MA
3037,5789,M01AH
3038,2699,L02BA
3039,7823,A11DA
3040,78900,N02CC
3041,78900,V03AF
3042,586,L01DB
3043,7821,A10BH
3044,7802,A02BC
3045,2875,L01EA
3046,78605,C09AA
3047,78791,L01BC
3048,7840,C03AA
3049,7840,L01XX
3050,7825,L01BA
3051,72885,R06AE
3052,5849,G01AA
3053,78052,P01AB
3054,5849,L01AA
3056,56400,C10AA
3057,7295,L01CA
3058,56400,L01BB
3059,4589,M02AA
3060,7840,C01BD
3061,78791,A05AA
3062,6959,S01EA
3063,78650,A02BC
3064,5849,L01EA
3065,72885,N06BA
3066,5789,L01XG
3067,78900,A03BA
3068,4279,J04AK
3069,2875,S01EB
3070,78550,C07AB
3071,7821,R03CC
3072,78052,J01XX
3073,2699,G04BD
3074,56400,A02BC
3075,78551,C07AA
3076,78791,A10BB
3077,78791,A02BC
3078,7823,M01AH
3079,5789,J05AB
3080,72885,A02BC
3081,7840,M01AX
3082,6959,N06AB
3083,2699,J05AG
3084,3689,N02BF
3085,7821,C07AG
3086,4279,S01EB
3087,3689,S01EC
3088,7840,L01EX
3089,56400,B01AX
3090,7802,C09AA
3091,78650,S01AA
3092,3709,G02CC
3093,7823,N03AX
3094,5780,N01AH
3095,78605,C01BC
3096,4589,S01EC
3097,5849,J05AB
3098,78820,N05BE
3099,78052,J05AF
3100,78605,C01BC
3101,6959,L01BC
3102,7823,J04AB
3103,37520,N05CF
3104,27651,M05BA
3105,7821,J02AC
3106,5789,N06AX
3107,27651,A16AX
3108,7840,C10AA
3109,78791,N05AE
3110,7823,M01AG
3111,78900,L04AD
3112,7840,N06BA
3113,3689,N02AC
3114,78900,N07AA
3115,78551,C09AA
3116,2875,R03DA
3117,2875,C03BA
3118,4279,N06DX
3119,2699,M05BA
3120,78791,G04BD
3121,72885,N05BE
3122,6959,D06BB
3123,2699,C10AB
3124,4589,C08CA
3125,27651,C01BC
3126,5789,J01DF
3127,6959,N05BA
3128,3689,C08CA
3129,56400,L01AD
3130,78650,N06AX
3131,586,N02BA
3132,7840,N05CD
3133,7840,G03XB
3134,4279,C07AA
3135,5781,B01AF
3136,7823,M01AC
3137,7823,J05AP
3138,5997,A07EC
3139,7840,N06AB
3140,78791,J01CA
3141,78900,N02CC
3142,7872,N03AB
3143,586,G04BE
3144,2875,N04BC
3145,78650,C01CA
3146,7840,C03DA
3147,72885,L01BC
3148,7821,L01CD
3149,78052,C08CA
3150,78052,J05AE
3151,78605,R07AB
3152,7821,C03AA
3153,78650,N05CD
3154,72885,B01AC
3155,78791,N05CF
3156,78052,C10AC
3157,7231,N06AX
3158,78900,N04BC
3159,6959,A04AA
3160,586,J05AJ
3161,78605,A10BA
3162,78605,M03BX
3163,78550,N06AA
3164,7295,C10AB
3165,78650,B01AF
3166,7821,N06AX
3167,78900,L01AA
3168,78052,J01EC
3169,78791,P01BA
3170,78650,N07XX
3171,37520,N02AA
3172,6959,G01AF
3173,6959,L01CD
3174,586,J01MA
3175,3899,L01EA
3176,7840,B02AA
3177,6959,S01GX
3178,7821,J04AK
3179,78605,C10AB
3180,27651,L01EX
3181,78550,B01AC
3182,2875,L01BB
3183,78900,L04AD
3184,4279,A01AC
3185,7840,C07AB
3186,78650,S01EA
3187,78052,N05CD
3188,4589,M01AE
3189,4589,A04AD
3190,586,L01AC
3191,7812,N03AX
3192,2699,J01MA
3193,78791,G02AB
3194,4589,N05BA
3195,56400,G01AA
3196,7231,N06AX
3197,9916,N05AX
3198,56400,A02BA
3199,5789,A02BC
3200,78791,G02AD
3201,2875,C03AA
3202,7840,J05AE
3203,78052,C09CA
3204,5997,G01AD
3205,2875,L01DC
3206,78550,J02AC
3207,27651,L01EA
3208,4279,L01DB
3209,72885,B01AC
3210,6959,G04BD
3211,7802,G04CA
3212,7821,N05CD
3213,5849,D06BB
3214,7823,A03AA
3215,7812,N07XX
3216,78550,G03BA
3217,78605,M01AE
3218,2875,L01CE
3219,78605,M01AB
3220,7821,R05DA
3221,5781,N06AB
3222,5997,C08CA
3223,586,L01DB
3224,78791,R01AX
3225,72885,L01EA
3226,7825,G01AA
3227,78900,R07AX
3228,4279,L01BB
3230,72885,N03AF
3231,78097,P01BC
3232,78900,L01BA
3233,3709,R01AA
3234,78791,R03AC
3235,2699,A10BX
3237,27651,N06AB
3238,4279,C09AA
3239,78605,G03DA
3240,4589,N06AX
3241,4589,N06AA
3242,2699,N05CM
3243,56400,M02AA
3244,78900,M01AB
3245,7810,N05AX
3246,586,P01AX
3247,78052,A07EA
3248,7821,S03BA
3249,5780,N05AH
3250,78650,R03BA
3251,78791,C07AB
3252,2875,J05AF
3253,78550,D11AX
3254,2699,A16AA
3255,56400,N06AX
3256,78791,M02AA
3257,78791,N02BF
3258,78605,C01DA
3259,78791,C03CA
3260,78900,J01DC
3261,78605,G02AB
3262,5997,N07BB
3263,7821,A07EA
3264,7231,L01AD
3265,6959,L01BC
3266,78052,R06AB
3267,4279,M01AH
3268,7295,G03CA
3269,586,S01XA
3270,78791,C07AB
3271,7802,L01XX
3272,7872,J05AF
3273,7840,M04AB
3274,7821,J01CF
3275,2875,M02AA
3276,9916,N06DX
3277,7823,C07AB
3278,2875,N05BA
3279,78605,R03BA
3280,7825,N02AA
3281,78052,N05AD
3282,2699,C05AA
3283,7840,C03CC
3284,78057,N04BC
3285,78791,C02DB
3286,7840,J04AK
3287,5997,A05AA
3288,78052,N06AX
3289,78052,G04BE
3290,2875,L01CE
3291,7821,N05AG
3292,586,C03DA
3293,7823,N02CC
3294,78605,G04CA
3295,78791,A07AA
3296,78052,L01DB
3297,78900,L01XX
3298,27651,A06AG
3299,7802,N06AA
3301,78650,C07AB
3302,78900,B01AA
3303,2875,J02AC
3304,586,L02BG
3305,78791,R06AA
3306,5849,N04BC
3307,78900,S01GX
3308,4279,M01AX
3309,7840,G01AA
3310,7872,N02AA
3311,5119,L01XB
3312,2875,L01EX
3313,7823,L01BC
3314,7821,A10BB
3315,586,J05AB
3317,586,M02AA
3318,4279,N06AA
3319,7821,J05AE
3320,7821,C07AB
3321,7812,L01AD
3322,72885,N04BX
3323,56400,L02BB
3324,78791,M04AC
3325,7295,G03AD
3326,56400,N04AA
3327,7872,G02CC
3328,6959,A16AA
3329,78650,A02BA
3330,78791,C03DB
3331,78052,J04AB
3332,4589,N05AB
3333,78791,J01DD
3334,7840,N04BX
3335,78791,G04BE
3336,4111,C09AA
3337,3689,L01EA
3338,7821,C08CA
3339,7823,M01AB
3340,78820,R01BA
3341,6959,N06AB
3342,7821,C10AC
3343,7872,L01BC
3344,7821,J01AA
3345,78650,C08DA
3346,78650,C10AA
3347,586,J01DB
3348,7872,C09AA
3349,7821,N03AC
3350,7840,G04BD
3351,5781,N06AB
3352,78900,V08CA
3353,7812,N05CF
3354,78550,G04CA
3355,4589,N02CC
3356,78057,N05AX
3357,4279,S01EB
3358,2699,N05AX
3359,78605,L01XG
3360,78052,M05BA
3361,78820,N03AX
3362,78791,L01XX
3363,6959,D01AC
3364,78791,A10BG
3365,3709,D11AX
3366,2875,J01MA
3367,485,L04AX
3368,7825,A11DA
3369,78791,C01BD
3370,2875,J05AF
3371,78900,M02AA
3372,7825,L04AX
3373,78900,C09AA
3374,4279,R03AC
3375,5119,N03AG
3376,2699,N07BB
3377,78820,N06AX
3378,7823,A05AA
3379,3709,D06BB
3380,78900,C07AB
3381,72885,C03AA
3382,78900,R01AC
3384,2875,A04AD
3385,78605,M01AC
3386,586,C08DB
3387,5119,L01EA
3388,56400,C10AA
3389,4279,A03FA
3390,78791,J05AH
3391,7895,C03BA
3392,7295,L01BB
3393,586,N03AB
3394,7823,N02AX
3395,4589,N02BF
3396,78900,C09AA
3397,7802,L01BC
3398,78550,C05AE
3399,72885,J05AB
3400,27651,S01FA
3401,2875,J05AP
3402,586,L01XX
3403,78650,M03BX
3404,7840,C08CA
3405,78650,N05AH
3406,78550,N02BE
3407,4589,L01BA
3408,2875,N06AA
3409,6959,J01DF
3410,56400,C01EB
3411,5119,L01EA
3412,37520,N06AX
3413,7810,N06AA
3415,78605,N05AC
3416,7823,A04AD
3417,78791,C03AA
3418,7242,N02AX
3419,2875,L01BB
3420,4589,R05DA
3421,2875,S01GX
3423,78650,N03AB
3424,78550,C07AG
3425,6959,N05AX
3426,78052,G04BD
3427,78791,M01AE
3428,4589,N07XX
3429,78820,R06AX
3430,4279,C07AA
3431,78820,B05BC
3432,78791,C09CA
3433,9916,N03AF
3434,7840,N06AA
3435,586,N06DA
3436,78052,N03AB
3437,7295,N06DX
3438,78791,C10AX
3439,78900,N06AB
3440,78650,H01CA
3441,7821,N05AH
3442,5849,N05AH
3443,78550,M01AH
3444,586,J05AE
3445,27651,N03AX
3446,5789,N03AX
3447,78550,M01AH
3448,7231,C05AA
3449,7821,L01XG
3450,2875,N05BE
3451,78900,C09AA
3452,71690,H02AB
3453,4279,S01AA
3454,78900,A16AX
3455,72885,N05CF
3456,2875,M01AH
3457,5789,B01AA
3458,5997,C01BC
3459,7895,H01CA
3461,37430,N04BC
3462,72885,L04AX
3463,78052,N07XX
3464,78791,J01CA
3465,3689,C09CA
3466,7821,S01AA
3467,3441,S03BA
3468,7823,N03AG
3469,2875,J01CF
3470,7840,C02AA
3471,78605,N06DX
3472,3709,N04BC
3473,7823,G03DA
3474,4589,G03DA
3475,78900,J01CF
3476,7840,L01CD
3477,78791,B01AC
3478,78791,N03AB
3479,78605,N05CD
3480,7823,N04BC
3481,4589,R06AX
3483,7840,J05AP
3484,56400,N06AF
3485,7840,N02BF
3486,5997,J01MA
3487,5997,L01DC
3488,78052,N06AX
3489,4589,J01MA
3490,78550,A01AC
3491,7840,R03BA
3492,6959,N05AB
3493,56400,N06AB
3494,78052,R03DC
3495,2699,J02AX
3496,2875,H03BA
3497,2699,N02AX
3498,78900,C09AA
3499,56400,S01BC
3500,78791,J05AF
3501,5119,H01CA
3502,7821,N02CC
3503,78605,N03AX
3504,4279,J05AH
3505,78791,C09AA
3506,2699,N05AE
3507,3899,L01EA
3508,7872,L01XX
3509,7802,N04BC
3510,7231,N03AG
3511,78900,C07AA
3512,586,A10BH
3513,78820,N05BA
3515,4589,A02BA
3516,78052,S02AA
3517,78791,N03AB
3518,78052,A04AA
3519,3709,S01EE
3520,3689,S01BC
3521,7295,J05AE
3522,7840,G04CA
3523,5789,B01AC
3524,7821,N03AF
3525,7802,C07AG
3526,7802,N07BC
3527,78605,S02AA
3528,78900,V03AE
3529,6959,S01AA
3530,78052,C07AA
3531,72885,N02BA
3532,2699,L01EA
3533,78550,L01DB
3534,78052,M03BA
3535,7872,C02AC
3536,5781,L01DB
3537,72885,N05AH
3538,78650,N07XX
3539,4589,S01AD
3540,78791,S01EA
3541,56400,A10BK
3542,586,H02AB
3543,5119,L04AX
3544,4589,C01EB
3545,7821,H05BX
3546,78605,P01AB
3547,3899,J05AF
3548,78900,N02CX
3549,37520,J01MA
3550,586,J01DD
3551,7821,L01AA
3552,4279,N03AB
3554,7872,N06DA
3555,7821,L01EB
3556,7295,L01XG
3557,56400,L01DB
3558,4279,C10AA
3559,7821,N06DX
3560,5781,N06AX
3561,7840,S01EC
3562,72885,A07AA
3563,7872,N05CF
3564,78650,A10BG
3565,7907,J01DD
3566,4279,N01BB
3567,72885,R03CC
3568,2875,C09AA
3569,2875,L01AA
3570,78650,S01AA
3571,5997,A02BC
3572,7872,N02AA
3573,5789,D01AE
3574,78550,N07XX
3575,71690,N06AB
3576,78052,M01AX
3577,4279,L02BA
3578,78820,N06AX
3579,2875,J01DD
3580,7825,N05AB
3581,7821,J05AH
3582,71690,N03AG
3583,7821,J02AC
3584,78052,N06AA
3585,7840,A07AA
3586,2875,B01AC
3587,7802,C07AB
3588,78605,L01DC
3589,586,C09AA
3590,2699,A07EA
3591,78791,N06AB
3592,7872,N05AG
3593,7295,N03AX
3594,78052,N06BA
3595,78791,D04AA
3596,56400,N07BB
3597,2699,C03BA
3598,7821,J05AB
3599,78052,A03BA
3600,4589,N05AA
3601,3899,M01AE
3602,7295,G03DC
3603,56400,A07EA
3604,7295,L01BC
3605,78052,N05BE
3606,72885,C01DA
3607,78791,R06AX
3609,7802,D11AX
3610,7823,S01AD
3611,78650,A07EC
3612,7823,N03AX
3613,7295,M05BA
3614,56400,L01XG
3615,78900,L01CA
3616,7840,J05AF
3617,7823,C03DB
3618,7821,P02CA
3619,78791,A02BA
3620,3689,C03BA
3621,7840,G03XC
3622,72885,L01XG
3623,7295,L04AX
3625,7802,N02AA
3626,78791,J01DD
3627,7821,J01MA
3628,7823,N05AH
3629,78052,J05AF
3630,7840,S01GX
3632,586,M05BA
3633,2875,P01AB
3634,7295,C08CA
3635,72885,A07AA
3636,78650,N06BA
3637,7823,A14AA
3638,5997,J05AF
3639,4589,H05BX
3640,6959,H02AB
3641,78820,N05AB
3642,3689,A03FA
3643,7821,A16AA
3644,4589,L01AA
3645,78900,A05AA
3646,78650,N03AX
3647,78550,M05BA
3648,78900,C08CA
3649,7802,A07EA
3650,7863,N03AB
3651,56400,J01DD
3652,27651,L01BA
3653,78052,L01XG
3654,7812,N02CC
3655,78791,J05AF
3656,2875,B02BX
3657,7823,N06AA
3658,78650,C07AA
3659,56400,C07AB
3660,78900,S01AA
3661,7823,D05AX
3662,7840,N06DX
3663,586,M05BA
3664,78791,J01DC
3665,71690,C10AB
3666,3899,N05CD
3667,2699,J05AE
3668,72885,J05AP
3669,2875,N06AA
3670,56400,D04AA
3671,72885,C10AA
3672,7840,N06AA
3673,7802,N03AX
3674,6959,N05AB
3676,71690,L02BG
3677,78052,G03BA
3678,78820,J05AE
3679,7802,C03BA
3680,78900,G04BE
3681,72885,L01AA
3682,7821,N05CD
3683,7840,J05AP
3684,7872,N05CF
3685,3899,N06DX
3686,2699,G04BE
3687,7231,N05AH
3688,78820,R01AA
3689,7295,N03AF
3690,4279,R06AX
3691,78900,J05AE
3692,4111,C03DA
3693,78791,C09AA
3694,78550,N03AX
3695,2875,M02AA
3696,2875,L04AD
3697,78052,M01AG
3698,7812,N05CD
3699,72885,C03DA
3700,56400,N06AA
3701,7821,N07BC
3702,7812,C08DB
3703,56400,M03CA
3704,4279,M05BA
3705,7802,J01DB
3707,7821,A08AA
3708,78605,G02CC
3709,7802,N05AH
3710,4279,N05AC
3711,78052,R06AD
3712,78791,M05BA
3713,7840,R01AA
3714,56400,N05BA
3715,78605,L01AD
3716,5780,J05AE
3717,37100,J01FA
3718,6959,N02BE
3719,6959,D11AA
3720,78052,N05CD
3721,78900,A16AX
3722,37520,S01ED
3723,7821,L04AX
3724,78900,M01AC
3725,7295,D10AD
3726,78791,C10AA
3727,7821,H03BA
3728,27651,G02AD
3729,2875,N05BA
3730,78791,C09AA
3731,56400,P01AX
3732,78791,C08DB
3734,7802,N06AX
3735,2875,A02BA
3736,78605,A02BC
3737,2875,L01DB
3738,2699,G03DA
3739,5789,J05AE
3740,56400,N03AF
3741,78650,C01BC
3742,2875,L01AB
3743,4111,J05AX
3744,78650,N02AX
3745,7821,C03BA
3746,78791,G03BA
3747,78605,N01AH
3748,7872,A02BC
3749,72885,C08CA
3750,78550,N02BA
3751,7840,N04BB
3752,7840,C07AB
3753,78900,J05AF
3754,3689,J05AE
3755,7821,S01AA
3756,6959,S01EB
3757,27651,N03AB
3758,7840,J04AB
3759,78550,A02BC
3760,586,J01MA
3761,7840,L01BA
3762,7840,C03DA
3763,2699,J01DH
3764,7821,N06AB
3765,78605,A03AA
3766,78650,N02AA
3767,78605,N04BC
3768,586,A08AB
3769,78791,N06AA
3770,7840,L02BB
3771,7295,A16AX
3772,7295,C10AX
3773,7840,J01MA
3774,7821,A07EC
3775,56400,A08AA
3776,586,D10AD
3777,7821,A06AX
3778,7802,L01XA
3779,7821,C09CA
3780,78605,D07AB
3781,7821,C07AG
3782,78550,C03AA
3783,6959,N03AF
3784,5849,C02AC
3785,78605,C09AA
3786,72885,J05AE
3787,7823,L01EA
3788,78791,S01EE
3789,78791,C08CA
3790,5789,R07AX
3791,78605,M01AH
3792,78791,N04BD
3793,7840,L01CE
3794,5780,G04BE
3795,5119,N02BF
3796,3899,J02AC
3797,4589,N04BX
3798,7295,N06DA
3799,78052,G03CA
3800,6959,M02AA
3801,7840,J05AE
3802,7823,C07AB
3803,586,J01DC
3804,78194,N06AB
3805,2699,N03AX
3806,3709,J01MA
3807,4589,V03AC
3808,7823,C08DB
3809,72885,A06AD
3810,71690,N06BA
3811,7840,A04AA
3812,7840,N05AB
3813,78605,J05AF
3814,7821,P02BA
3815,7823,D11AX
3816,7231,J05AJ
3817,78605,M01AG
3818,27651,N02AA
3819,27651,N03AB
3820,78605,N07BB
3821,4589,N06AA
3822,72885,N02CA
3823,56400,M02AA
3824,7295,C09AA
3825,78650,C08CA
3826,78791,R06AX
3827,7840,C03BA
3828,3899,N05CD
3829,78052,M05BA
3830,7840,C03CA
3831,78052,R06AA
3832,7840,J05AX
3833,72885,N02CC
3834,2699,N03AF
3835,78650,M02AA
3836,78820,N05AH
3837,78550,L01DB
3838,78650,N02AA
3839,7821,N05AD
3840,7840,D05BB
3841,71690,N06AA
3842,7231,R01BA
3843,5781,A10BB
3844,4279,S01AA
3845,7823,A07EA
3846,7821,S01AA
3847,7295,M02AA
3848,7823,L01BB
3849,5789,G02AD
3851,7821,J01CA
3852,4279,N06AB
3853,78052,N05BA
3854,7823,S01AA
3855,4589,G02CC
3856,78550,J01DH
3857,78900,N05CD
3858,7802,G03XA
3859,78900,H05BX
3860,5997,S01AD
3861,78650,N06AB
3862,78650,G04CA
3863,78791,C09AA
3864,3899,L01BC
3865,78605,C09AA
3866,4279,N02CC
3867,7812,N06AB
3868,7895,C10AD
3869,7863,G03CA
3870,7840,J01XA
3871,78650,N06AX
3872,78605,S01LA
3873,586,J01MA
3874,6959,D11AX
3875,78820,N05AH
3877,7840,N04BC
3878,4279,B01AC
3879,7840,D09AA
3880,2699,A16AA
3881,2875,J01DD
3882,7907,G02CC
3883,5997,J01CE
3884,78900,R06AX
3885,71690,N02BF
3886,7840,N02AX
3887,5849,P02CA
3888,6959,L01EA
3889,7840,N07AA
3890,56400,S01AA
3891,56400,J02AC
3892,4589,R01AC
3893,7840,J01DE
3894,78650,N06DA
3895,78791,C02KB
3896,5789,N06AA
3897,78900,N04BC
3898,78605,N06AX
3899,7823,A03FA
3900,7840,S01EE
3901,78820,S02AA
3902,7821,A03AB
3904,7840,N05BE
3905,78900,J01EC
3906,4589,C04AD
3907,7821,G01AG
3908,56400,N03AB
3909,7802,J05AP
3910,71690,N07XX
3911,2699,A02BC
3913,7802,L01EA
3914,7821,N03AF
3915,5780,C10AX
3916,78791,S01EC
3917,7840,P03AA
3918,4279,D06BB
3919,56400,R01AC
3920,78900,N02CC
3921,5997,S02AA
3922,4589,C09AA
3923,4589,A01AC
3924,7872,J01AA
3925,5997,J01DD
3926,7823,N06AX
3927,72885,R01AA
3928,5997,A07EC
3929,27651,L04AX
3930,78791,N05AF
3931,78900,J01MA
3932,7825,N03AB
3933,78550,A07EC
3934,7840,L01BB
3935,56400,N02BE
3936,78605,J02AX
3937,7821,C02DB
3938,586,C09CA
3939,71690,L04AD
3940,2875,M01AE
3941,7823,J02AC
3943,56400,M02AA
3944,78605,C09AA
3945,5780,N05AE
3946,4279,N07BA
3947,78550,C08CA
3948,7802,S01AA
3949,78791,N05AC
3950,78650,C09AA
3951,78791,J01CF
3952,5119,N05AH
3953,3441,D07AB
3954,4279,J02AX
3955,78650,N06BA
3956,4279,L01CD
3957,4111,B01AX
3958,5849,M05BA
3959,78052,N05CD
3960,78650,S01BC
3962,27651,L01DB
3963,7823,N06DX
3964,586,J05AF
3965,7840,P02BA
3966,78052,S01EE
3967,78052,A10BH
3968,7840,N02CC
3969,5789,L01EA
3970,7821,B01AC
3971,7802,N06AG
3972,5997,N06AX
3973,78550,A01AC
3974,5997,N02AX
3975,5997,N05CF
3976,78900,J01AA
3977,7840,N03AA
3978,4589,N05AE
3979,4589,B01AF
3980,78791,N05BE
3981,78550,J05AP
3982,6959,N01AH
3983,7840,C08DB
3984,7840,L01EA
3985,72885,R03CC
3986,2875,M01AH
3987,7840,H02AB
3988,4589,C08CA
3989,78650,V08CA
3990,5789,C02CA
3991,7840,N04BC
3992,78791,V04CX
3993,5849,L01XX
3994,78650,R03CC
3995,27651,M03BX
3996,2875,C01EB
3997,78900,L01AD
3998,56400,S01LA
3999,4279,C07AB
4000,7821,R06AX
4001,71690,C09CA
4002,78194,N05AE
4003,7840,J05AF
4004,6959,C05AA
4005,2699,N02AA
4006,5119,C08CA
4007,78650,M01AB
4008,56400,C03AA
