,SYMP,DRUG
3012,3752,N05A
3013,7295,C05A
3014,78052,J02A
3015,7855,N05B
3016,7821,V04C
3017,2699,M05B
3018,7865,J05A
3019,7872,N06A
3020,72885,N06A
3021,7855,J01E
3022,5860,V08C
3023,3709,L01E
3024,3709,R03A
3025,6959,J05A
3026,27651,V03A
3027,78052,N03A
3028,7865,N03A
3029,78605,N05A
3030,7169,G02C
3031,27651,N06A
3032,5781,N02A
3033,7882,C10A
3034,78052,A03A
3035,5789,A02B
3036,3752,J01M
3037,5789,M01A
3038,2699,L02B
3039,7823,A11D
3040,7890,N02C
3041,7890,V03A
3042,5860,L01D
3043,7821,A10B
3044,7802,A02B
3045,2875,L01E
3046,78605,C09A
3047,78791,L01B
3048,7840,C03A
3049,7840,L01X
3050,7825,L01B
3051,72885,R06A
3052,5849,G01A
3053,78052,P01A
3054,5849,L01A
3056,5640,C10A
3057,7295,L01C
3058,5640,L01B
3059,4589,M02A
3060,7840,C01B
3061,78791,A05A
3062,6959,S01E
3063,7865,A02B
3064,5849,L01E
3065,72885,N06B
3066,5789,L01X
3067,7890,A03B
3068,4279,J04A
3069,2875,S01E
3070,7855,C07A
3071,7821,R03C
3072,78052,J01X
3073,2699,G04B
3074,5640,A02B
3075,78551,C07A
3076,78791,A10B
3077,78791,A02B
3078,7823,M01A
3079,5789,J05A
3080,72885,A02B
3081,7840,M01A
3082,6959,N06A
3083,2699,J05A
3084,3689,N02B
3085,7821,C07A
3086,4279,S01E
3087,3689,S01E
3088,7840,L01E
3089,5640,B01A
3090,7802,C09A
3091,7865,S01A
3092,3709,G02C
3093,7823,N03A
3094,5780,N01A
3095,78605,C01B
3096,4589,S01E
3097,5849,J05A
3098,7882,N05B
3099,78052,J05A
3100,78605,C01B
3101,6959,L01B
3102,7823,J04A
3103,3752,N05C
3104,27651,M05B
3105,7821,J02A
3106,5789,N06A
3107,27651,A16A
3108,7840,C10A
3109,78791,N05A
3110,7823,M01A
3111,7890,L04A
3112,7840,N06B
3113,3689,N02A
3114,7890,N07A
3115,78551,C09A
3116,2875,R03D
3117,2875,C03B
3118,4279,N06D
3119,2699,M05B
3120,78791,G04B
3121,72885,N05B
3122,6959,D06B
3123,2699,C10A
3124,4589,C08C
3125,27651,C01B
3126,5789,J01D
3127,6959,N05B
3128,3689,C08C
3129,5640,L01A
3130,7865,N06A
3131,5860,N02B
3132,7840,N05C
3133,7840,G03X
3134,4279,C07A
3135,5781,B01A
3136,7823,M01A
3137,7823,J05A
3138,5997,A07E
3139,7840,N06A
3140,78791,J01C
3141,7890,N02C
3142,7872,N03A
3143,5860,G04B
3144,2875,N04B
3145,7865,C01C
3146,7840,C03D
3147,72885,L01B
3148,7821,L01C
3149,78052,C08C
3150,78052,J05A
3151,78605,R07A
3152,7821,C03A
3153,7865,N05C
3154,72885,B01A
3155,78791,N05C
3156,78052,C10A
3157,7231,N06A
3158,7890,N04B
3159,6959,A04A
3160,5860,J05A
3161,78605,A10B
3162,78605,M03B
3163,7855,N06A
3164,7295,C10A
3165,7865,B01A
3166,7821,N06A
3167,7890,L01A
3168,78052,J01E
3169,78791,P01B
3170,7865,N07X
3171,3752,N02A
3172,6959,G01A
3173,6959,L01C
3174,5860,J01M
3175,3899,L01E
3176,7840,B02A
3177,6959,S01G
3178,7821,J04A
3179,78605,C10A
3180,27651,L01E
3181,7855,B01A
3182,2875,L01B
3183,7890,L04A
3184,4279,A01A
3185,7840,C07A
3186,7865,S01E
3187,78052,N05C
3188,4589,M01A
3189,4589,A04A
3190,5860,L01A
3191,7812,N03A
3192,2699,J01M
3193,78791,G02A
3194,4589,N05B
3195,5640,G01A
3196,7231,N06A
3197,9916,N05A
3198,5640,A02B
3199,5789,A02B
3200,78791,G02A
3201,2875,C03A
3202,7840,J05A
3203,78052,C09C
3204,5997,G01A
3205,2875,L01D
3206,7855,J02A
3207,27651,L01E
3208,4279,L01D
3209,72885,B01A
3210,6959,G04B
3211,7802,G04C
3212,7821,N05C
3213,5849,D06B
3214,7823,A03A
3215,7812,N07X
3216,7855,G03B
3217,78605,M01A
3218,2875,L01C
3219,78605,M01A
3220,7821,R05D
3221,5781,N06A
3222,5997,C08C
3223,5860,L01D
3224,78791,R01A
3225,72885,L01E
3226,7825,G01A
3227,7890,R07A
3228,4279,L01B
3230,72885,N03A
3231,78097,P01B
3232,7890,L01B
3233,3709,R01A
3234,78791,R03A
3235,2699,A10B
3237,27651,N06A
3238,4279,C09A
3239,78605,G03D
3240,4589,N06A
3241,4589,N06A
3242,2699,N05C
3243,5640,M02A
3244,7890,M01A
3245,7810,N05A
3246,5860,P01A
3247,78052,A07E
3248,7821,S03B
3249,5780,N05A
3250,7865,R03B
3251,78791,C07A
3252,2875,J05A
3253,7855,D11A
3254,2699,A16A
3255,5640,N06A
3256,78791,M02A
3257,78791,N02B
3258,78605,C01D
3259,78791,C03C
3260,7890,J01D
3261,78605,G02A
3262,5997,N07B
3263,7821,A07E
3264,7231,L01A
3265,6959,L01B
3266,78052,R06A
3267,4279,M01A
3268,7295,G03C
3269,5860,S01X
3270,78791,C07A
3271,7802,L01X
3272,7872,J05A
3273,7840,M04A
3274,7821,J01C
3275,2875,M02A
3276,9916,N06D
3277,7823,C07A
3278,2875,N05B
3279,78605,R03B
3280,7825,N02A
3281,78052,N05A
3282,2699,C05A
3283,7840,C03C
3284,78057,N04B
3285,78791,C02D
3286,7840,J04A
3287,5997,A05A
3288,78052,N06A
3289,78052,G04B
3290,2875,L01C
3291,7821,N05A
3292,5860,C03D
3293,7823,N02C
3294,78605,G04C
3295,78791,A07A
3296,78052,L01D
3297,7890,L01X
3298,27651,A06A
3299,7802,N06A
3301,7865,C07A
3302,7890,B01A
3303,2875,J02A
3304,5860,L02B
3305,78791,R06A
3306,5849,N04B
3307,7890,S01G
3308,4279,M01A
3309,7840,G01A
3310,7872,N02A
3311,5119,L01X
3312,2875,L01E
3313,7823,L01B
3314,7821,A10B
3315,5860,J05A
3317,5860,M02A
3318,4279,N06A
3319,7821,J05A
3320,7821,C07A
3321,7812,L01A
3322,72885,N04B
3323,5640,L02B
3324,78791,M04A
3325,7295,G03A
3326,5640,N04A
3327,7872,G02C
3328,6959,A16A
3329,7865,A02B
3330,78791,C03D
3331,78052,J04A
3332,4589,N05A
3333,78791,J01D
3334,7840,N04B
3335,78791,G04B
3336,4111,C09A
3337,3689,L01E
3338,7821,C08C
3339,7823,M01A
3340,7882,R01B
3341,6959,N06A
3342,7821,C10A
3343,7872,L01B
3344,7821,J01A
3345,7865,C08D
3346,7865,C10A
3347,5860,J01D
3348,7872,C09A
3349,7821,N03A
3350,7840,G04B
3351,5781,N06A
3352,7890,V08C
3353,7812,N05C
3354,7855,G04C
3355,4589,N02C
3356,78057,N05A
3357,4279,S01E
3358,2699,N05A
3359,78605,L01X
3360,78052,M05B
3361,7882,N03A
3362,78791,L01X
3363,6959,D01A
3364,78791,A10B
3365,3709,D11A
3366,2875,J01M
3367,4850,L04A
3368,7825,A11D
3369,78791,C01B
3370,2875,J05A
3371,7890,M02A
3372,7825,L04A
3373,7890,C09A
3374,4279,R03A
3375,5119,N03A
3376,2699,N07B
3377,7882,N06A
3378,7823,A05A
3379,3709,D06B
3380,7890,C07A
3381,72885,C03A
3382,7890,R01A
3384,2875,A04A
3385,78605,M01A
3386,5860,C08D
3387,5119,L01E
3388,5640,C10A
3389,4279,A03F
3390,78791,J05A
3391,7895,C03B
3392,7295,L01B
3393,5860,N03A
3394,7823,N02A
3395,4589,N02B
3396,7890,C09A
3397,7802,L01B
3398,7855,C05A
3399,72885,J05A
3400,27651,S01F
3401,2875,J05A
3402,5860,L01X
3403,7865,M03B
3404,7840,C08C
3405,7865,N05A
3406,7855,N02B
3407,4589,L01B
3408,2875,N06A
3409,6959,J01D
3410,5640,C01E
3411,5119,L01E
3412,3752,N06A
3413,7810,N06A
3415,78605,N05A
3416,7823,A04A
3417,78791,C03A
3418,7242,N02A
3419,2875,L01B
3420,4589,R05D
3421,2875,S01G
3423,7865,N03A
3424,7855,C07A
3425,6959,N05A
3426,78052,G04B
3427,78791,M01A
3428,4589,N07X
3429,7882,R06A
3430,4279,C07A
3431,7882,B05B
3432,78791,C09C
3433,9916,N03A
3434,7840,N06A
3435,5860,N06D
3436,78052,N03A
3437,7295,N06D
3438,78791,C10A
3439,7890,N06A
3440,7865,H01C
3441,7821,N05A
3442,5849,N05A
3443,7855,M01A
3444,5860,J05A
3445,27651,N03A
3446,5789,N03A
3447,7855,M01A
3448,7231,C05A
3449,7821,L01X
3450,2875,N05B
3451,7890,C09A
3452,7169,H02A
3453,4279,S01A
3454,7890,A16A
3455,72885,N05C
3456,2875,M01A
3457,5789,B01A
3458,5997,C01B
3459,7895,H01C
3461,3743,N04B
3462,72885,L04A
3463,78052,N07X
3464,78791,J01C
3465,3689,C09C
3466,7821,S01A
3467,3441,S03B
3468,7823,N03A
3469,2875,J01C
3470,7840,C02A
3471,78605,N06D
3472,3709,N04B
3473,7823,G03D
3474,4589,G03D
3475,7890,J01C
3476,7840,L01C
3477,78791,B01A
3478,78791,N03A
3479,78605,N05C
3480,7823,N04B
3481,4589,R06A
3483,7840,J05A
3484,5640,N06A
3485,7840,N02B
3486,5997,J01M
3487,5997,L01D
3488,78052,N06A
3489,4589,J01M
3490,7855,A01A
3491,7840,R03B
3492,6959,N05A
3493,5640,N06A
3494,78052,R03D
3495,2699,J02A
3496,2875,H03B
3497,2699,N02A
3498,7890,C09A
3499,5640,S01B
3500,78791,J05A
3501,5119,H01C
3502,7821,N02C
3503,78605,N03A
3504,4279,J05A
3505,78791,C09A
3506,2699,N05A
3507,3899,L01E
3508,7872,L01X
3509,7802,N04B
3510,7231,N03A
3511,7890,C07A
3512,5860,A10B
3513,7882,N05B
3515,4589,A02B
3516,78052,S02A
3517,78791,N03A
3518,78052,A04A
3519,3709,S01E
3520,3689,S01B
3521,7295,J05A
3522,7840,G04C
3523,5789,B01A
3524,7821,N03A
3525,7802,C07A
3526,7802,N07B
3527,78605,S02A
3528,7890,V03A
3529,6959,S01A
3530,78052,C07A
3531,72885,N02B
3532,2699,L01E
3533,7855,L01D
3534,78052,M03B
3535,7872,C02A
3536,5781,L01D
3537,72885,N05A
3538,7865,N07X
3539,4589,S01A
3540,78791,S01E
3541,5640,A10B
3542,5860,H02A
3543,5119,L04A
3544,4589,C01E
3545,7821,H05B
3546,78605,P01A
3547,3899,J05A
3548,7890,N02C
3549,3752,J01M
3550,5860,J01D
3551,7821,L01A
3552,4279,N03A
3554,7872,N06D
3555,7821,L01E
3556,7295,L01X
3557,5640,L01D
3558,4279,C10A
3559,7821,N06D
3560,5781,N06A
3561,7840,S01E
3562,72885,A07A
3563,7872,N05C
3564,7865,A10B
3565,7907,J01D
3566,4279,N01B
3567,72885,R03C
3568,2875,C09A
3569,2875,L01A
3570,7865,S01A
3571,5997,A02B
3572,7872,N02A
3573,5789,D01A
3574,7855,N07X
3575,7169,N06A
3576,78052,M01A
3577,4279,L02B
3578,7882,N06A
3579,2875,J01D
3580,7825,N05A
3581,7821,J05A
3582,7169,N03A
3583,7821,J02A
3584,78052,N06A
3585,7840,A07A
3586,2875,B01A
3587,7802,C07A
3588,78605,L01D
3589,5860,C09A
3590,2699,A07E
3591,78791,N06A
3592,7872,N05A
3593,7295,N03A
3594,78052,N06B
3595,78791,D04A
3596,5640,N07B
3597,2699,C03B
3598,7821,J05A
3599,78052,A03B
3600,4589,N05A
3601,3899,M01A
3602,7295,G03D
3603,5640,A07E
3604,7295,L01B
3605,78052,N05B
3606,72885,C01D
3607,78791,R06A
3609,7802,D11A
3610,7823,S01A
3611,7865,A07E
3612,7823,N03A
3613,7295,M05B
3614,5640,L01X
3615,7890,L01C
3616,7840,J05A
3617,7823,C03D
3618,7821,P02C
3619,78791,A02B
3620,3689,C03B
3621,7840,G03X
3622,72885,L01X
3623,7295,L04A
3625,7802,N02A
3626,78791,J01D
3627,7821,J01M
3628,7823,N05A
3629,78052,J05A
3630,7840,S01G
3632,5860,M05B
3633,2875,P01A
3634,7295,C08C
3635,72885,A07A
3636,7865,N06B
3637,7823,A14A
3638,5997,J05A
3639,4589,H05B
3640,6959,H02A
3641,7882,N05A
3642,3689,A03F
3643,7821,A16A
3644,4589,L01A
3645,7890,A05A
3646,7865,N03A
3647,7855,M05B
3648,7890,C08C
3649,7802,A07E
3650,7863,N03A
3651,5640,J01D
3652,27651,L01B
3653,78052,L01X
3654,7812,N02C
3655,78791,J05A
3656,2875,B02B
3657,7823,N06A
3658,7865,C07A
3659,5640,C07A
3660,7890,S01A
3661,7823,D05A
3662,7840,N06D
3663,5860,M05B
3664,78791,J01D
3665,7169,C10A
3666,3899,N05C
3667,2699,J05A
3668,72885,J05A
3669,2875,N06A
3670,5640,D04A
3671,72885,C10A
3672,7840,N06A
3673,7802,N03A
3674,6959,N05A
3676,7169,L02B
3677,78052,G03B
3678,7882,J05A
3679,7802,C03B
3680,7890,G04B
3681,72885,L01A
3682,7821,N05C
3683,7840,J05A
3684,7872,N05C
3685,3899,N06D
3686,2699,G04B
3687,7231,N05A
3688,7882,R01A
3689,7295,N03A
3690,4279,R06A
3691,7890,J05A
3692,4111,C03D
3693,78791,C09A
3694,7855,N03A
3695,2875,M02A
3696,2875,L04A
3697,78052,M01A
3698,7812,N05C
3699,72885,C03D
3700,5640,N06A
3701,7821,N07B
3702,7812,C08D
3703,5640,M03C
3704,4279,M05B
3705,7802,J01D
3707,7821,A08A
3708,78605,G02C
3709,7802,N05A
3710,4279,N05A
3711,78052,R06A
3712,78791,M05B
3713,7840,R01A
3714,5640,N05B
3715,78605,L01A
3716,5780,J05A
3717,3710,J01F
3718,6959,N02B
3719,6959,D11A
3720,78052,N05C
3721,7890,A16A
3722,3752,S01E
3723,7821,L04A
3724,7890,M01A
3725,7295,D10A
3726,78791,C10A
3727,7821,H03B
3728,27651,G02A
3729,2875,N05B
3730,78791,C09A
3731,5640,P01A
3732,78791,C08D
3734,7802,N06A
3735,2875,A02B
3736,78605,A02B
3737,2875,L01D
3738,2699,G03D
3739,5789,J05A
3740,5640,N03A
3741,7865,C01B
3742,2875,L01A
3743,4111,J05A
3744,7865,N02A
3745,7821,C03B
3746,78791,G03B
3747,78605,N01A
3748,7872,A02B
3749,72885,C08C
3750,7855,N02B
3751,7840,N04B
3752,7840,C07A
3753,7890,J05A
3754,3689,J05A
3755,7821,S01A
3756,6959,S01E
3757,27651,N03A
3758,7840,J04A
3759,7855,A02B
3760,5860,J01M
3761,7840,L01B
3762,7840,C03D
3763,2699,J01D
3764,7821,N06A
3765,78605,A03A
3766,7865,N02A
3767,78605,N04B
3768,5860,A08A
3769,78791,N06A
3770,7840,L02B
3771,7295,A16A
3772,7295,C10A
3773,7840,J01M
3774,7821,A07E
3775,5640,A08A
3776,5860,D10A
3777,7821,A06A
3778,7802,L01X
3779,7821,C09C
3780,78605,D07A
3781,7821,C07A
3782,7855,C03A
3783,6959,N03A
3784,5849,C02A
3785,78605,C09A
3786,72885,J05A
3787,7823,L01E
3788,78791,S01E
3789,78791,C08C
3790,5789,R07A
3791,78605,M01A
3792,78791,N04B
3793,7840,L01C
3794,5780,G04B
3795,5119,N02B
3796,3899,J02A
3797,4589,N04B
3798,7295,N06D
3799,78052,G03C
3800,6959,M02A
3801,7840,J05A
3802,7823,C07A
3803,5860,J01D
3804,78194,N06A
3805,2699,N03A
3806,3709,J01M
3807,4589,V03A
3808,7823,C08D
3809,72885,A06A
3810,7169,N06B
3811,7840,A04A
3812,7840,N05A
3813,78605,J05A
3814,7821,P02B
3815,7823,D11A
3816,7231,J05A
3817,78605,M01A
3818,27651,N02A
3819,27651,N03A
3820,78605,N07B
3821,4589,N06A
3822,72885,N02C
3823,5640,M02A
3824,7295,C09A
3825,7865,C08C
3826,78791,R06A
3827,7840,C03B
3828,3899,N05C
3829,78052,M05B
3830,7840,C03C
3831,78052,R06A
3832,7840,J05A
3833,72885,N02C
3834,2699,N03A
3835,7865,M02A
3836,7882,N05A
3837,7855,L01D
3838,7865,N02A
3839,7821,N05A
3840,7840,D05B
3841,7169,N06A
3842,7231,R01B
3843,5781,A10B
3844,4279,S01A
3845,7823,A07E
3846,7821,S01A
3847,7295,M02A
3848,7823,L01B
3849,5789,G02A
3851,7821,J01C
3852,4279,N06A
3853,78052,N05B
3854,7823,S01A
3855,4589,G02C
3856,7855,J01D
3857,7890,N05C
3858,7802,G03X
3859,7890,H05B
3860,5997,S01A
3861,7865,N06A
3862,7865,G04C
3863,78791,C09A
3864,3899,L01B
3865,78605,C09A
3866,4279,N02C
3867,7812,N06A
3868,7895,C10A
3869,7863,G03C
3870,7840,J01X
3871,7865,N06A
3872,78605,S01L
3873,5860,J01M
3874,6959,D11A
3875,7882,N05A
3877,7840,N04B
3878,4279,B01A
3879,7840,D09A
3880,2699,A16A
3881,2875,J01D
3882,7907,G02C
3883,5997,J01C
3884,7890,R06A
3885,7169,N02B
3886,7840,N02A
3887,5849,P02C
3888,6959,L01E
3889,7840,N07A
3890,5640,S01A
3891,5640,J02A
3892,4589,R01A
3893,7840,J01D
3894,7865,N06D
3895,78791,C02K
3896,5789,N06A
3897,7890,N04B
3898,78605,N06A
3899,7823,A03F
3900,7840,S01E
3901,7882,S02A
3902,7821,A03A
3904,7840,N05B
3905,7890,J01E
3906,4589,C04A
3907,7821,G01A
3908,5640,N03A
3909,7802,J05A
3910,7169,N07X
3911,2699,A02B
3913,7802,L01E
3914,7821,N03A
3915,5780,C10A
3916,78791,S01E
3917,7840,P03A
3918,4279,D06B
3919,5640,R01A
3920,7890,N02C
3921,5997,S02A
3922,4589,C09A
3923,4589,A01A
3924,7872,J01A
3925,5997,J01D
3926,7823,N06A
3927,72885,R01A
3928,5997,A07E
3929,27651,L04A
3930,78791,N05A
3931,7890,J01M
3932,7825,N03A
3933,7855,A07E
3934,7840,L01B
3935,5640,N02B
3936,78605,J02A
3937,7821,C02D
3938,5860,C09C
3939,7169,L04A
3940,2875,M01A
3941,7823,J02A
3943,5640,M02A
3944,78605,C09A
3945,5780,N05A
3946,4279,N07B
3947,7855,C08C
3948,7802,S01A
3949,78791,N05A
3950,7865,C09A
3951,78791,J01C
3952,5119,N05A
3953,3441,D07A
3954,4279,J02A
3955,7865,N06B
3956,4279,L01C
3957,4111,B01A
3958,5849,M05B
3959,78052,N05C
3960,7865,S01B
3962,27651,L01D
3963,7823,N06D
3964,5860,J05A
3965,7840,P02B
3966,78052,S01E
3967,78052,A10B
3968,7840,N02C
3969,5789,L01E
3970,7821,B01A
3971,7802,N06A
3972,5997,N06A
3973,7855,A01A
3974,5997,N02A
3975,5997,N05C
3976,7890,J01A
3977,7840,N03A
3978,4589,N05A
3979,4589,B01A
3980,78791,N05B
3981,7855,J05A
3982,6959,N01A
3983,7840,C08D
3984,7840,L01E
3985,72885,R03C
3986,2875,M01A
3987,7840,H02A
3988,4589,C08C
3989,7865,V08C
3990,5789,C02C
3991,7840,N04B
3992,78791,V04C
3993,5849,L01X
3994,7865,R03C
3995,27651,M03B
3996,2875,C01E
3997,7890,L01A
3998,5640,S01L
3999,4279,C07A
4000,7821,R06A
4001,7169,C09C
4002,78194,N05A
4003,7840,J05A
4004,6959,C05A
4005,2699,N02A
4006,5119,C08C
4007,7865,M01A
4008,5640,C03A
4009,27651,J05A
4010,3689,S01B
4011,7821,C10A
4012,3689,J01F
4013,6959,N01B
4014,7821,L01B
4015,5119,M05B
4017,7821,C05A
4018,4589,G02A
4019,2699,L01X
4020,78052,J01C
4021,7855,N03A
4022,7890,N05A
4023,7821,M05B
4024,72885,N05A
4025,7882,R07A
4026,2699,R03A
4027,7865,R06A
4028,7840,R06A
4029,7821,J05A
4030,7863,L01D
4031,4589,V04C
4032,9916,N07X
4033,78052,S01E
4034,7821,L01A
4035,7840,N02A
4036,72885,A04A
4037,4589,J05A
4038,7872,L01X
4039,7840,C01A
4040,7882,D06B
4041,7295,S01E
4042,78057,N05A
4043,3689,N03A
4044,78052,N03A
4045,7821,N06A
4046,78791,J01E
4047,5849,J05A
4048,78605,N02C
4049,5780,G01A
4050,3899,S01L
4051,78052,M02A
4052,7840,R06A
4053,2699,A05A
4054,4589,N06A
4056,3899,R05D
4057,5640,J05A
4058,78791,L01A
4059,7890,N03A
4060,78605,L01B
4061,5780,B01A
4062,5640,R03B
4063,7872,L04A
4064,7855,L01X
4065,7882,N05A
4066,78605,A10B
4067,7295,D06B
4068,3709,N04B
4069,4279,J01C
4070,9916,J05A
4071,7855,G03X
4072,4279,G02A
4073,2699,A10B
4074,4279,V04C
4075,72885,N02C
4076,2699,L01A
4077,2875,L01A
4078,78791,L04A
4079,7231,N05A
4080,72885,N03A
4081,7295,A16A
4082,6959,N02A
4084,7840,L01B
4085,3899,M01A
4086,78791,A05A
4087,78605,G02C
4088,7231,D10A
4089,5640,N06A
4090,7890,C05A
4091,2699,S01E
4092,78791,L01X
4093,7812,L04A
4094,7882,C01E
4095,78791,D10A
4096,9916,S01E
4097,7802,C07A
4098,7863,N04B
4099,7855,N01B
4100,78791,C01B
4101,3689,N02A
4102,78194,C10A
4104,7890,J05A
4105,7802,N05A
4106,2875,B01A
4107,7890,L01C
4108,78791,A10B
4109,6959,L04A
4110,78791,J01D
4111,7890,J05A
4112,72885,A02B
4113,7840,C03A
4114,7821,A05A
4115,3899,A07A
4116,5640,N06A
4117,7825,N03A
4118,7821,L01E
4119,78605,N03A
4120,7823,N06A
4121,7821,N05A
4122,3899,L04A
4123,5789,C10A
4124,4589,C01B
4125,7821,B01A
4126,2875,J01A
4127,78791,L02B
4128,72885,N05A
4129,4589,C03A
4130,7855,J04A
4131,7821,C10A
4132,4279,D09A
4133,5640,L01C
4134,7802,N02A
4135,6959,A07E
4136,72885,N05B
4137,7823,B01A
4138,7823,M05B
4139,7890,S01E
4140,4589,N06A
4141,7855,N05C
4142,78791,D01A
4143,5640,N05A
4144,7865,S01E
4145,7821,R03B
4146,5640,J01D
4147,5640,C03C
4148,7840,A16A
4149,4279,L01A
4150,5640,N03A
4151,7802,N05C
4152,78052,A07A
4153,27651,N02A
4154,2875,L01A
4155,2699,N03A
4156,7855,M05B
4157,2875,C10A
4158,27651,N07X
4159,7802,C09A
4160,7840,R07A
4161,78052,J05A
4162,7872,N02A
4163,5640,N05A
4164,7865,G02A
4165,2875,J05A
4166,5640,C01B
4167,5780,L01E
4168,7865,G01A
4170,7890,C01B
4171,7865,N01B
4172,7823,J05A
4173,3709,M01A
4174,5640,L01C
4175,7890,J05A
4176,2875,C03C
4177,7802,C02A
4178,3689,N05C
4179,78605,G04B
4180,4279,J05A
4181,7890,L01B
4182,7865,J01M
4183,5997,M02A
4185,7295,N02A
4186,7865,N03A
4187,78791,M04A
4188,4131,N02C
4189,7823,S01A
4190,4279,S01E
4191,7872,N06A
4192,2699,A16A
4193,5789,A02B
4194,7863,G01A
4195,4279,C07A
4196,5997,R02A
4197,5997,J05A
4198,4279,M02A
4199,7821,R01A
4200,7823,R03D
4201,7821,C03A
4202,2875,N05A
4203,7840,G04C
4204,5780,J02A
4205,7821,N05A
4206,7855,N05A
4207,7855,L01X
4208,7821,N05C
4209,7825,J01M
4210,4589,M03B
4211,5849,J01D
4212,78605,G04C
4213,7890,L01E
4215,7802,R06A
4217,5860,B02A
4218,3689,N02C
4219,78906,N04B
4220,78791,C02A
4221,5780,R03D
4222,4589,J01M
4223,5789,L01E
4224,78791,C01B
4225,78605,R05D
4226,72885,C09C
4227,2875,B01A
4228,7823,L01X
4229,4279,R03D
4230,5640,V08C
4231,7821,P03A
4232,78605,L01B
4233,2875,J05A
4234,78605,L01X
4235,78052,S01E
4236,7821,C08C
4237,6959,C03B
4238,7823,N02C
4239,78791,M01A
4240,78605,A10B
4242,6959,S01E
4243,7890,S01A
4244,78052,C03C
4245,7855,C10A
4246,3752,L01A
4247,7802,C02C
4248,7231,N05A
4249,7840,A10B
4250,78605,S01E
4251,7882,G04C
4252,5640,G04C
4253,7890,N05C
4254,6959,V03A
4255,7812,J01M
4256,7840,M02A
4257,7872,J05A
4258,2875,L04A
4259,72885,R03A
4260,5780,B01A
4261,7821,J05A
4262,7169,A08A
4263,7890,N05C
4264,5119,M05B
4265,78605,C10A
4266,3689,N06A
4267,7890,D01B
4268,78605,R07A
4270,2875,C01C
4271,7865,N06A
4272,6959,A07A
4273,7855,A10B
4274,4279,S01A
4275,3689,N06A
4276,2699,J05A
4277,3752,R06A
4278,78791,N06A
4279,4589,J05A
4280,7802,N06A
4281,7840,C07A
4282,7821,D10A
4283,3689,B02A
4285,78605,G03X
4286,7882,A07D
4287,78605,M02A
4288,7895,L04A
4289,5640,N06A
4290,7823,C09A
4291,7890,L01E
4292,2875,A07A
4293,3899,L01A
4294,7882,J02A
4295,3689,A04A
4296,3689,C07A
4297,4111,B01A
4299,7802,A06A
4300,5860,J02A
4301,7823,C08C
4302,7890,A07A
4303,78605,A03F
4304,4279,C09A
4305,2699,C08C
4306,4279,J05A
4307,4850,J01D
4308,4279,S01E
4309,7890,M02A
4310,7840,N05C
4311,72885,B01A
4312,78791,C09C
4313,7823,N02B
4314,7821,M03B
4316,4850,J01A
4317,7802,V08C
4318,5119,N05C
4319,78605,N02B
4320,78052,L04A
4321,7802,G04B
4322,5640,N06A
4323,5640,P01A
4324,2875,N06A
4325,4589,R06A
4326,7890,M05B
4327,78791,L01C
4328,78791,L01B
4329,7802,M03B
4330,7872,N01A
4331,78791,N03A
4332,4589,L01C
4333,78791,H02A
4334,3899,D06A
4335,7890,J04A
4336,78605,S01E
4337,2699,B01A
4338,5640,C07A
4339,7855,C03C
4340,3899,S01B
4341,5860,J01D
4342,5640,N05B
4343,7855,N05C
4344,78791,N02C
4345,7821,N05B
4346,5860,J01A
4347,7890,N06B
4348,5860,C07A
4349,7872,N05C
4350,5640,L01C
4351,3710,G02C
4352,72885,C09C
4354,7802,V03A
4355,7863,N06A
4356,78605,N03A
4357,2875,J01A
4358,7855,C02B
4359,78791,A04A
4360,78052,L01A
4361,7890,R03D
4362,78052,G04B
4363,7890,M03B
4364,4589,C07A
4365,4589,G02A
4366,2875,A02B
4367,78097,V03A
4368,5119,L02B
4369,78052,J04A
4370,78791,B01A
4371,5849,D09A
4372,6959,J05A
4373,5640,C07A
4374,7821,J05A
4375,27651,M01A
4376,7802,M01A
4377,7821,L01A
4378,4589,C07A
4379,7823,C03D
4380,7865,L01B
4381,2875,L04A
4382,3709,N04B
4383,7295,N05C
4384,2875,N02B
4385,7865,C10A
4386,7840,G03B
4387,7840,S01A
4388,72885,N06A
4389,78605,L01E
4390,78052,M01A
4391,78052,R01B
4392,4279,L01A
4393,6959,N06D
4394,7821,S01B
4395,7840,L01X
4396,3709,S01E
4397,5997,B01A
4398,4279,L01X
4399,7840,N06B
4400,7840,M05B
4401,3899,N05A
4402,7812,A04A
4403,72885,J01M
4404,5640,N05A
4405,78791,N07B
4406,7821,G03X
4407,78605,L01A
4408,5860,V03A
4409,78052,D04A
4410,2875,H03B
4411,7890,A16A
4412,7821,J01F
4413,78097,H01C
4414,7855,L01X
4415,78791,L01A
4416,7821,J01D
4417,7890,J01M
4418,6959,A10B
4419,4589,D11A
4420,2875,N03A
4421,78052,C09A
4422,7840,L01X
4423,78791,L01D
4424,5640,C09A
4425,7823,N05A
4426,7821,C05A
4427,5119,J01M
4428,2699,J05A
4429,78605,R03A
4430,7882,N06B
4431,3441,N05B
4432,2699,J05A
4433,7821,J05A
4435,5640,N05C
4436,3689,L04A
4437,4589,C07A
4438,72885,C01B
4439,5860,S01A
4440,4589,N03A
4441,7882,N06A
4442,72885,C09A
4443,7890,J01D
4444,5640,R05D
4445,4589,M02A
4446,7890,N07A
4447,3689,G03D
4448,7840,N05C
